Name,Category,Price,Type,Description,Is Available,Tax Rate,Image URL
Murgh Tikka Kebab,Non-Veg Starters,310,Non-Veg,Tender boneless chicken morsels steeped in spicy yogurt marinade and charbroiled over coals,TRUE,5,https://images.unsplash.com/photo-1586190848861-99aa4a171e90?w=500&auto=format&fit=crop&q=80
Murgh Malai Kebab,Non-Veg Starters,330,Non-Veg,"Velvety chicken chunks marinated in cream cheese, green cardamom, and garlic, flame roasted",TRUE,5,https://images.unsplash.com/photo-1571091718767-18b5b1457add?w=500&auto=format&fit=crop&q=80
Chicken Seekh Kebab,Non-Veg Starters,320,Non-Veg,"Spiced chicken mince infused with fresh mint, coriander, and garam masala, grilled on skewers",TRUE,5,https://images.unsplash.com/photo-1594212699903-ec8a3eca50f5?w=500&auto=format&fit=crop&q=80
Hyderabadi Chicken 65,Non-Veg Starters,290,Non-Veg,"Authentic spicy deep-fried chicken cubes tossed with curry leaves, mustard seeds, and yogurt glaze",TRUE,5,https://images.unsplash.com/photo-1561758033-d89a9ad46330?w=500&auto=format&fit=crop&q=80
Chilli Chicken Dry,Non-Veg Starters,290,Non-Veg,"Wok-seared diced chicken tossed with crisp green peppers, onions, soy sauce, and fresh chilies",TRUE,5,https://images.unsplash.com/photo-1572802419224-296b0aeee0d9?w=500&auto=format&fit=crop&q=80
Chicken Lollipop (6 Pcs),Non-Veg Starters,280,Non-Veg,Frenched chicken winglets batter-fried crisp and tossed in sweet and fiery Szechuan sauce,TRUE,5,https://images.unsplash.com/photo-1550547660-d9450f859349?w=500&auto=format&fit=crop&q=80
Chicken Majestic,Non-Veg Starters,300,Non-Veg,"Crisp chicken tenders cooked with green chilies, mint leaves, and finished in a mild curd sauce",TRUE,5,https://images.unsplash.com/photo-1541592106381-b31e9677c0e5?w=500&auto=format&fit=crop&q=80
Tangdi Kebab (3 Pcs),Non-Veg Starters,330,Non-Veg,"Chicken drumsticks stuffed with spiced minced meat, marinated in curd and roasted in clay oven",TRUE,5,https://images.unsplash.com/photo-1576107232684-1279f3908594?w=500&auto=format&fit=crop&q=80
Mutton Seekh Kebab,Non-Veg Starters,390,Non-Veg,"Hand-pounded minced lamb blended with royal herbs, skewered and slow-charred over hot coals",TRUE,5,https://images.unsplash.com/photo-1565299585323-38d6b0865b47?w=500&auto=format&fit=crop&q=80
Mutton Galouti Kebab (4 Pcs),Non-Veg Starters,410,Non-Veg,Royal Awadhi melt-in-mouth minced lamb patties infused with raw papaya and 32 secret spices,TRUE,5,https://images.unsplash.com/photo-1513104890138-7c749659a591?w=500&auto=format&fit=crop&q=80
Mutton Boti Kebab,Non-Veg Starters,390,Non-Veg,"Boneless lamb cubes marinated in ginger, garlic, raw papaya, and tandoori spices, charbroiled",TRUE,5,https://images.unsplash.com/photo-1574071318508-1cdbab80d002?w=500&auto=format&fit=crop&q=80
Mutton Sukka Fry,Non-Veg Starters,390,Non-Veg,"Dry roasted tender goat meat tossed with fresh grated coconut, shallots, and crushed peppercorns",TRUE,5,https://images.unsplash.com/photo-1593560708920-61dd98c46a4e?w=500&auto=format&fit=crop&q=80
Tandoori Fish Tikka,Non-Veg Starters,360,Non-Veg,"Boneless freshwater fish cubes marinated in carom seeds, yogurt, and mustard oil, clay-baked",TRUE,5,https://images.unsplash.com/photo-1534308983496-4fabb1a015ee?w=500&auto=format&fit=crop&q=80
Apollo Fish Fry,Non-Veg Starters,360,Non-Veg,Popular Hyderabadi delicacy made with batter-coated fish fillets tossed in spicy yogurt tempering,TRUE,5,https://images.unsplash.com/photo-1528137871618-79d2761e3fd5?w=500&auto=format&fit=crop&q=80
Amritsari Fish Fry,Non-Veg Starters,350,Non-Veg,Punjabi street style crispy gram flour-crusted fish fillets flavored with ajwain and lemon juice,TRUE,5,https://images.unsplash.com/photo-1517248135467-4c7edcad34c4?w=500&auto=format&fit=crop&q=80
Chilli Fish Dry,Non-Veg Starters,350,Non-Veg,Crispy fried fish cubes tossed in spicy garlic soy reduction with bell peppers and spring onions,TRUE,5,https://images.unsplash.com/photo-1514933651103-005eec06c04b?w=500&auto=format&fit=crop&q=80
Golden Fried Butterfly Prawns,Non-Veg Starters,390,Non-Veg,"Jumbo prawns butterflied, batter dipped, crumb coated, and deep fried to golden perfection",TRUE,5,https://images.unsplash.com/photo-1555396273-367ea4eb4db5?w=500&auto=format&fit=crop&q=80
Tandoori Jheenga (Prawns),Non-Veg Starters,420,Non-Veg,Fresh tiger prawns soaked in spiced carom seed marinade and roasted to smoky tenderness,TRUE,5,https://images.unsplash.com/photo-1537047902294-62a40c20a6ae?w=500&auto=format&fit=crop&q=80
Loose Prawns Spiced,Non-Veg Starters,380,Non-Veg,"Crispy light batter-coated prawns tossed with curry leaves, cracked pepper, and garlic chips",TRUE,5,https://images.unsplash.com/photo-1559847844-5315695dadae?w=500&auto=format&fit=crop&q=80
Murgh Banjara Kebab,Non-Veg Starters,320,Non-Veg,Rustic nomad style spicy roasted chicken chunks coated with crushed coriander seeds and cumin,TRUE,5,https://images.unsplash.com/photo-1579871494447-9811cf80d66c?w=500&auto=format&fit=crop&q=80
Murgh Reshmi Kebab,Non-Veg Starters,330,Non-Veg,Silken chicken mince skewers coated with whisked egg whites and charbroiled till succulent,TRUE,5,https://images.unsplash.com/photo-1583623025817-d180a2221d0a?w=500&auto=format&fit=crop&q=80
Zesty Lemon Chicken,Non-Veg Starters,290,Non-Veg,"Tender chicken pieces tossed with fresh lime extract, white pepper, and green chilies",TRUE,5,https://images.unsplash.com/photo-1569718212165-3a8278d5f624?w=500&auto=format&fit=crop&q=80
Fiery Dragon Chicken,Non-Veg Starters,300,Non-Veg,"Crispy chicken strips tossed in spicy chili paste, cashews, and shredded ginger-garlic",TRUE,5,https://images.unsplash.com/photo-1552611052-33e04de081de?w=500&auto=format&fit=crop&q=80
Mutton Pepper Fry,Non-Veg Starters,390,Non-Veg,Spicy Kerala style pan-fried tender lamb pieces tossed with freshly crushed Malabar black pepper,TRUE,5,https://images.unsplash.com/photo-1564834724105-918b73d1b9e0?w=500&auto=format&fit=crop&q=80
Paneer Butter Masala,Veg Main Course,280,Veg,Fresh cottage cheese cubes simmered in velvety tomato cream gravy finished with butter and kasuri methi,TRUE,5,https://images.unsplash.com/photo-1574484284002-952d92456975?w=500&auto=format&fit=crop&q=80
Shahi Paneer Royale,Veg Main Course,290,Veg,Royal Mughlai style preparation of paneer cooked in cashew nut and melon seed cream gravy,TRUE,5,https://images.unsplash.com/photo-1541781774459-bb2af2f05b55?w=500&auto=format&fit=crop&q=80
Kadai Paneer,Veg Main Course,270,Veg,Paneer cubes and crunchy bell peppers tossed in spicy onion tomato gravy with freshly roasted kadai masala,TRUE,5,https://images.unsplash.com/photo-1578985545062-69928b1d9587?w=500&auto=format&fit=crop&q=80
Palak Paneer,Veg Main Course,260,Veg,"Wholesome spinach puree tempered with garlic, ginger, and cumin, enriched with soft paneer cubes",TRUE,5,https://images.unsplash.com/photo-1588195538326-c5b1e9f80a1b?w=500&auto=format&fit=crop&q=80
Paneer Lababdar,Veg Main Course,290,Veg,Rich tomato onion gravy folded with grated cottage cheese and succulent paneer batons,TRUE,5,https://images.unsplash.com/photo-1563805042-7684c019e1cb?w=500&auto=format&fit=crop&q=80
Dal Makhani Imperial,Veg Main Course,240,Veg,"Whole black urad lentils slow-cooked overnight on tandoor embers with butter, cream, and tomato",TRUE,5,https://images.unsplash.com/photo-1505394033641-40c6ad1178d7?w=500&auto=format&fit=crop&q=80
Yellow Dal Tadka,Veg Main Course,190,Veg,"Yellow arhar lentils tempered with pure desi ghee, cumin seeds, garlic, dried red chilies, and asafoetida",TRUE,5,https://images.unsplash.com/photo-1572490122747-3968b75cc699?w=500&auto=format&fit=crop&q=80
Mix Vegetable Curry,Veg Main Course,230,Veg,"Carrots, beans, florets, and peas cooked in mildly spiced homestyle onion tomato gravy",TRUE,5,https://images.unsplash.com/photo-1570197788417-0e82375c9371?w=500&auto=format&fit=crop&q=80
Spicy Veg Kolhapuri,Veg Main Course,240,Veg,Fiery seasonal mixed vegetables braised in thick spicy Kolhapuri masala and roasted coconut paste,TRUE,5,https://images.unsplash.com/photo-1514849302-984523450ce4?w=500&auto=format&fit=crop&q=80
Malai Kofta Curry,Veg Main Course,280,Veg,Delicate paneer and khoya dumplings simmered in luscious saffron-infused cashew cream gravy,TRUE,5,https://images.unsplash.com/photo-1497534446932-c925b458314e?w=500&auto=format&fit=crop&q=80
Kaju Paneer Masala,Veg Main Course,310,Veg,Crisp fried whole cashew nuts and fresh paneer batons cooked in decadent butter gravy,TRUE,5,https://images.unsplash.com/photo-1513558161293-cdaf765ed2fd?w=500&auto=format&fit=crop&q=80
Mushroom Do Pyaza,Veg Main Course,250,Veg,Tender button mushrooms tossed with double the quantity of caramelized shallots and tomato relish,TRUE,5,https://images.unsplash.com/photo-1556679343-c7306c1976bc?w=500&auto=format&fit=crop&q=80
Aloo Gobi Adraki,Veg Main Course,210,Veg,"Homestyle potatoes and cauliflower florets tossed with shredded ginger, cumin, and turmeric",TRUE,5,https://images.unsplash.com/photo-1544787219-7f47ccb76574?w=500&auto=format&fit=crop&q=80
Amritsari Pindi Chana,Veg Main Course,220,Veg,Dark chickpea curry cooked with roasted anardana (pomegranate seed powder) and Punjabi spices,TRUE,5,https://images.unsplash.com/photo-1517256064527-09c73fc73e38?w=500&auto=format&fit=crop&q=80
Kashmiri Dum Aloo,Veg Main Course,240,Veg,Deep-fried baby potatoes slow-cooked in fennel and dry ginger infused curd gravy without onion or garlic,TRUE,5,https://images.unsplash.com/photo-1579954115545-a95591f28bfc?w=500&auto=format&fit=crop&q=80
Methi Malai Chaman,Veg Main Course,280,Veg,Fresh fenugreek leaves and soft paneer simmered in sweet creamy cashew gravy,TRUE,5,https://images.unsplash.com/photo-1541167760496-1628856ab772?w=500&auto=format&fit=crop&q=80
Veg Kadai Masala,Veg Main Course,230,Veg,Mixed garden vegetables wok-seared with crushed coriander seeds and dried red chilies,TRUE,5,https://images.unsplash.com/photo-1511690656952-34342bb7c2f2?w=500&auto=format&fit=crop&q=80
Navratan Shahi Korma,Veg Main Course,270,Veg,"Nine gem combination of vegetables, fruits, and nuts cooked in rich coconut almond sauce",TRUE,5,https://images.unsplash.com/photo-1476224203421-9ac39bcb3327?w=500&auto=format&fit=crop&q=80
Bhindi Do Pyaza,Veg Main Course,210,Veg,Crispy pan-fried ladyfingers tossed with crunchy onion cubes and amchur spice mix,TRUE,5,https://images.unsplash.com/photo-1432139555190-58524dae6a55?w=500&auto=format&fit=crop&q=80
Paneer Tikka Masala Gravy,Veg Main Course,290,Veg,Clay-oven chargrilled paneer cubes stewed in spicy and tangy roasted onion tomato gravy,TRUE,5,https://images.unsplash.com/photo-1467003909585-2f8a72700288?w=500&auto=format&fit=crop&q=80
Murgh Makhani (Butter Chicken),Non-Veg Main Course,360,Non-Veg,Smoky tandoori chicken pulled and simmered in satin smooth tomato gravy with pure butter and cream,TRUE,5,https://images.unsplash.com/photo-1506354666786-959d6d497f1a?w=500&auto=format&fit=crop&q=80
Chicken Tikka Masala Gravy,Non-Veg Main Course,360,Non-Veg,"Chargrilled boneless chicken pieces cooked in thick, spicy onion, bell pepper, and tomato masala",TRUE,5,https://images.unsplash.com/photo-1504754524776-8f4f37790ca0?w=500&auto=format&fit=crop&q=80
Kadai Chicken Special,Non-Veg Main Course,340,Non-Veg,"Tender chicken cooked with coarsely crushed coriander, bell peppers, and dried red chilies in an iron wok",TRUE,5,https://images.unsplash.com/photo-1481931098730-318b6f776db0?w=500&auto=format&fit=crop&q=80
Shahi Mughlai Chicken,Non-Veg Main Course,360,Non-Veg,Rich Mughlai delicacy cooked in fragrant cashew almond gravy with a hint of rose water and saffron,TRUE,5,https://images.unsplash.com/photo-1473093295043-cdd812d0e601?w=500&auto=format&fit=crop&q=80
Chettinad Pepper Chicken,Non-Veg Main Course,340,Non-Veg,"Fiery South Indian curry with black peppercorns, star anise, curry leaves, and toasted coconut",TRUE,5,https://images.unsplash.com/photo-1499028344343-cd173ffc68a9?w=500&auto=format&fit=crop&q=80
Dhaba Style Chicken Curry,Non-Veg Main Course,320,Non-Veg,Highway roadside dhaba style spicy bone-in chicken curry cooked with mustard oil and whole spices,TRUE,5,https://images.unsplash.com/photo-1504544750208-dc0358e63f7f?w=500&auto=format&fit=crop&q=80
Murgh Rara Special,Non-Veg Main Course,380,Non-Veg,Chicken pieces slow cooked inside a spicy minced chicken keema gravy infused with cloves and cardamom,TRUE,5,https://images.unsplash.com/photo-1533089860892-a7c6f0a88666?w=500&auto=format&fit=crop&q=80
Kolhapuri Chicken Masala,Non-Veg Main Course,340,Non-Veg,Zesty Maharashtrian chicken curry cooked with intensely hot stone-ground Kolhapuri spices,TRUE,5,https://images.unsplash.com/photo-1532980400857-e8d9d275d858?w=500&auto=format&fit=crop&q=80
Kashmiri Mutton Rogan Josh,Non-Veg Main Course,430,Non-Veg,"Tender goat meat slow cooked in Kashmiri red chilies, maval flowers, and ratan jot infused gravy",TRUE,5,https://images.unsplash.com/photo-1511910849309-0dcdb878d0b0?w=500&auto=format&fit=crop&q=80
Homestyle Mutton Curry,Non-Veg Main Course,420,Non-Veg,Tender mutton pieces pressure-cooked in traditional homestyle brown onion and tomato broth,TRUE,5,https://images.unsplash.com/photo-1509722747041-616f39b57569?w=500&auto=format&fit=crop&q=80
Bhuna Gosht Karahi,Non-Veg Main Course,440,Non-Veg,Lamb meat pan-fried and braised on low flame in its own juices with dark roasted spices until tender,TRUE,5,https://images.unsplash.com/photo-1541696432-82c6da8ce7bf?w=500&auto=format&fit=crop&q=80
Mutton Rara Gosht,Non-Veg Main Course,450,Non-Veg,Juicy mutton chops simmered in rich keema mince gravy flavored with nutmeg and mace,TRUE,5,https://images.unsplash.com/photo-1547496502-affa22d38842?w=500&auto=format&fit=crop&q=80
Rajasthani Laal Maas,Non-Veg Main Course,450,Non-Veg,"Royal fiery mutton curry from Rajasthan prepared with Mathania red chilies, garlic, and smoky ghee",TRUE,5,https://images.unsplash.com/photo-1520072959219-c595dc870360?w=500&auto=format&fit=crop&q=80
South Indian Fish Curry,Non-Veg Main Course,370,Non-Veg,"Fresh catch simmered in tangy tamarind pulp, coconut milk, shallots, and fragrant curry leaves",TRUE,5,https://images.unsplash.com/photo-1526318896980-cf78c088247c?w=500&auto=format&fit=crop&q=80
Fish Tikka Masala Gravy,Non-Veg Main Course,380,Non-Veg,Smoky tandoori fish chunks smothered in spiced onion-tomato reduction with dried fenugreek,TRUE,5,https://images.unsplash.com/photo-1550461716-dbf266b2a8a7?w=500&auto=format&fit=crop&q=80
Goan Fish Curry Coconut,Non-Veg Main Course,380,Non-Veg,"Coastal Goan specialty cooked with fresh ground coconut, kokum pods, and spicy peri-peri chillies",TRUE,5,https://images.unsplash.com/photo-1551024601-bec78aea704b?w=500&auto=format&fit=crop&q=80
Malabar Prawns Curry,Non-Veg Main Course,420,Non-Veg,"Plump fresh prawns bathed in creamy spiced coconut milk, raw mango slices, and mustard seed tempering",TRUE,5,https://images.unsplash.com/photo-1555126634-323283e090fa?w=500&auto=format&fit=crop&q=80
Dhaba Style Egg Curry,Non-Veg Main Course,220,Egg,Crispy fried boiled eggs stewed in robust spicy onion tomato gravy with fresh coriander,TRUE,5,https://images.unsplash.com/photo-1559181567-c3190ca9959b?w=500&auto=format&fit=crop&q=80
Egg Masala Bhurji Gravy,Non-Veg Main Course,210,Egg,"Scrambled eggs cooked with green chillies, ginger, tomatoes, and aromatic whole spices",TRUE,5,https://images.unsplash.com/photo-1563227812-0ea4c22e6cc8?w=500&auto=format&fit=crop&q=80
Awadhi Murgh Korma,Non-Veg Main Course,360,Non-Veg,Braised chicken cooked in velvety yoghurt and fried onion paste scented with kewra essence,TRUE,5,https://images.unsplash.com/photo-1567620832903-9fc6debc209f?w=500&auto=format&fit=crop&q=80
Hyderabadi Chicken Dum Biryani,Biryani & Rice,290,Non-Veg,"Aged long-grain basmati rice and marinated chicken cooked on slow 'dum' with saffron, ghee, and mint",TRUE,5,https://images.unsplash.com/photo-1576402187878-974f70c890a5?w=500&auto=format&fit=crop&q=80
Chicken Fry Piece Biryani,Biryani & Rice,310,Non-Veg,Fragrant biryani rice served with Andhra spiced crispy pan-fried chicken pieces and mirchi ka salan,TRUE,5,https://images.unsplash.com/photo-1579631542720-3a87824fff86?w=500&auto=format&fit=crop&q=80
Special Boneless Chicken Biryani,Biryani & Rice,330,Non-Veg,Tender succulent boneless chicken tikka tossed with basmati biryani rice and caramelized onions,TRUE,5,https://images.unsplash.com/photo-1582878826629-29b7ad1cdc43?w=500&auto=format&fit=crop&q=80
Hyderabadi Mutton Dum Biryani,Biryani & Rice,390,Non-Veg,"Kachhi mutton layered with raw-spiced tender goat meat and fragrant basmati rice, slow cooked in sealed pot",TRUE,5,https://images.unsplash.com/photo-1585032226651-759b368d7246?w=500&auto=format&fit=crop&q=80
Mutton Ghee Roast Biryani,Biryani & Rice,420,Non-Veg,Mangalorean ghee roasted succulent lamb chunks served over rich aromatic biryani rice,TRUE,5,https://images.unsplash.com/photo-1590301157890-4810ed352733?w=500&auto=format&fit=crop&q=80
Coastal Prawns Biryani,Biryani & Rice,410,Non-Veg,"Marinated juicy tiger prawns layered with saffron rice, caramelized onions, and fresh dill",TRUE,5,https://images.unsplash.com/photo-1596797038530-2c107229654b?w=500&auto=format&fit=crop&q=80
Tawa Fish Biryani,Biryani & Rice,380,Non-Veg,Pan-seared spiced fish fillets cooked with fragrant layered basmati rice and mild whole spices,TRUE,5,https://images.unsplash.com/photo-1599488615731-7e5c2823ff28?w=500&auto=format&fit=crop&q=80
Nawabi Veg Dum Biryani,Biryani & Rice,240,Veg,Medley of garden fresh vegetables and golden potatoes layered with fragrant saffron basmati rice,TRUE,5,https://images.unsplash.com/photo-1600891964599-f61ba0e24092?w=500&auto=format&fit=crop&q=80
Paneer Tikka Biryani,Biryani & Rice,270,Veg,"Smoky tandoor-roasted paneer cubes layered with aromatic spiced rice, mint leaves, and brown onions",TRUE,5,https://images.unsplash.com/photo-1604382354936-07c5d9983bd3?w=500&auto=format&fit=crop&q=80
Shahi Kaju Biryani,Biryani & Rice,290,Veg,"Crispy roasted whole cashews cooked with aromatic basmati rice, raisins, and pure desi ghee",TRUE,5,https://images.unsplash.com/photo-1604908176997-125f25cc6f3d?w=500&auto=format&fit=crop&q=80
Mushroom Biryani Bowl,Biryani & Rice,260,Veg,Earthy button mushrooms cooked in dum style spicy masala layered with seasoned long grain rice,TRUE,5,https://images.unsplash.com/photo-1606787366850-de6330128bfc?w=500&auto=format&fit=crop&q=80
Egg Dum Biryani,Biryani & Rice,230,Egg,Golden fried boiled eggs nestled inside fragrant biryani rice seasoned with biryani spices,TRUE,5,https://images.unsplash.com/photo-1607532941433-304659e8198a?w=500&auto=format&fit=crop&q=80
Fragrant Jeera Rice,Biryani & Rice,160,Veg,Fluffy basmati rice tempered with golden roasted cumin seeds and farm fresh desi ghee,TRUE,5,https://images.unsplash.com/photo-1608897013039-887f21d8c804?w=500&auto=format&fit=crop&q=80
Traditional Ghee Rice,Biryani & Rice,180,Veg,"South Indian style ghee rice cooked with fried onions, cashews, raisins, and whole cloves",TRUE,5,https://images.unsplash.com/photo-1612927601601-6638404737ce?w=500&auto=format&fit=crop&q=80
South Indian Curd Rice,Biryani & Rice,140,Veg,"Comforting soft cooked rice blended with thick curd, tempered with mustard seeds, ginger, and curry leaves",TRUE,5,https://images.unsplash.com/photo-1617093727343-374698b1b08d?w=500&auto=format&fit=crop&q=80
Tandoori Roti Plain,Breads & Rotis,25,Veg,Traditional whole wheat flatbread freshly baked against clay tandoor walls,TRUE,5,https://images.unsplash.com/photo-1619895092538-128341789043?w=500&auto=format&fit=crop&q=80
Tandoori Butter Roti,Breads & Rotis,30,Veg,Clay-baked crisp whole wheat roti brushed generously with melted table butter,TRUE,5,https://images.unsplash.com/photo-1625813506062-0aeb1d7a094b?w=500&auto=format&fit=crop&q=80
Plain Tandoori Naan,Breads & Rotis,40,Veg,Soft and pillowy leavened refined flour bread baked in tandoor,TRUE,5,https://images.unsplash.com/photo-1627308595229-7830a5c91f9f?w=500&auto=format&fit=crop&q=80
Classic Butter Naan,Breads & Rotis,50,Veg,Soft multi-layered tandoori naan glazed with creamy churned butter,TRUE,5,https://images.unsplash.com/photo-1628294895950-9805252327bc?w=500&auto=format&fit=crop&q=80
