Name,Category,Price,Type,Description,Is Available,Tax Rate,Image URL
Chicken Cheese Momos,Momos,159,Non-Veg,Steamed dumplings bursting with tender minced chicken and molten mozzarella cheese,TRUE,5,
Sweet Corn,Starters,49,Veg,"Steamed fresh sweet corn kernels tossed with butter, salt, black pepper, and lemon juice",TRUE,5,
Bread Omelette,Starters,69,Non-Veg,Street-style double-egg spiced omelette folded and toasted with fresh bread slices,TRUE,5,
Garlic Cheese Bread,Starters,79,Veg,Crispy toasted baguette bread infused with garlic herb butter and crowned with melted cheese,TRUE,5,
Scrambled Egg with Bread,Starters,89,Non-Veg,"Soft buttery scrambled eggs cooked with green chillies and onions, served with toasted bread",TRUE,5,
Veg Roll,Rolls,109,Veg,"Crunchy stir-fried vegetables, onions, and tangy chaat masala rolled inside golden paratha",TRUE,5,
Paneer Roll,Rolls,129,Veg,Pan-seared spiced cottage cheese chunks with crunchy capsicum and onions in flaky paratha,TRUE,5,
Chicken Roll,Rolls,139,Non-Veg,Tender chicken pieces cooked in tawa masala rolled with crunchy onions in warm paratha,TRUE,5,
Plain Maggie,Maggie,59,Veg,Classic 2-minute instant noodles cooked with the authentic original masala tastemaker,TRUE,5,
Veg Masala Maggie,Maggie,79,Veg,"Spicy Maggie noodles cooked with sautéed onions, tomatoes, green peas, and extra seasonings",TRUE,5,
Corn Maggie,Maggie,79,Veg,Steaming hot Maggie noodles enriched with juicy sweet corn kernels and dollop of butter,TRUE,5,
Egg Maggie,Maggie,79,Non-Veg,Hot masala Maggie noodles tossed and scrambled with fresh farm eggs and spices,TRUE,5,
Chicken Maggie,Maggie,89,Non-Veg,Spicy noodles cooked with succulent shredded chicken pieces and savoury herbs,TRUE,5,
Cheese Maggie,Maggie,89,Veg,"Hot masala noodles smothered in a thick, velvety layer of melted cheese",TRUE,5,
Paneer Maggie,Maggie,99,Veg,Delicious masala noodles tossed with tender pan-fried cottage cheese cubes and butter,TRUE,5,
Veg Lollipops,Snack Up,99,Veg,Crispy crumb-fried vegetable balls served on skewers with sweet and spicy dipping sauce,TRUE,5,
Cheese Corn Nuggets,Snack Up,119,Veg,Golden crunchy nuggets filled with rich molten cheese and juicy sweet corn,TRUE,5,
Potato Pops,Snack Up,99,Veg,Crisp bite-sized golden potato poppers seasoned with savoury herbs and spices,TRUE,5,
Onion Rings,Snack Up,99,Veg,"Fresh sliced onion rings coated in crispy seasoned golden batter, deep fried crisp",TRUE,5,
Chicken Fingers,Snack Up,129,Non-Veg,Crispy elongated crumb-coated chicken breast fillets served with creamy dipping sauce,TRUE,5,
Chicken Nuggets,Snack Up,129,Non-Veg,Golden fried bite-sized tender chicken nuggets served with tangy tomato dip,TRUE,5,
